"source","href","external"
"src/content/blogs/critical.md","/","false"
"src/content/blogs/critical.md","https://play.google.com/store/apps/details?id=com.app.eyeagle&hl=en_IN","true"
"src/content/blogs/critical.md","/blogs/importance-of-regular-vision-checks","false"
"src/content/blogs/critical.md","/blogs/balance-problems-in-elderly","false"
"src/content/blogs/critical.md","/blogs/how-to-ensure-safety-for-parents-living-alone","false"
"src/content/blogs/critical.md","https://play.google.com/store/apps/details?id=com.app.eyeagle&hl=en_IN","true"
"src/content/blogs/diet.md","/blogs/balance-problems-in-elderly","false"
"src/content/blogs/diet.md","/blogs/arthritis-and-joint-pain-in-seniors","false"
"src/content/blogs/diet.md","https://www.healthline.com/nutrition/mind-diet","true"
"src/content/blogs/diet.md","/","false"
"src/content/blogs/diet.md","https://www.healthline.com/nutrition/mind-diet","true"
"src/content/blogs/epidemic.md","/","false"
"src/content/blogs/epidemic.md","/blogs/falls-kill-more-seniors-than-you-think","false"
"src/content/blogs/epidemic.md","/solution","false"
"src/content/blogs/epidemic.md","/contact","false"
"src/content/blogs/fall.md","/","false"
"src/content/blogs/fall.md","/solution","false"
"src/content/blogs/fall.md","/solution","false"
"src/content/blogs/fall.md","/solution","false"
"src/content/blogs/footwear.md","/blogs/why-falls-are-the-biggest-threat-to-seniors","false"
"src/content/blogs/footwear.md","/blogs/falls-kill-more-seniors-than-you-think","false"
"src/content/blogs/footwear.md","/solution","false"
"src/content/blogs/footwear.md","/blogs/balance-problems-in-elderly","false"
"src/content/blogs/footwear.md","/blogs/step-by-step-bathroom-safety-tips-for-seniors","false"
"src/content/blogs/holi-safety.md","/blogs/falls-kill-more-seniors-than-you-think","false"
"src/content/blogs/holi-safety.md","/","false"
"src/content/blogs/kabhi-khushi.md","/blogs/how-to-make-your-home-safe","false"
"src/content/blogs/kabhi-khushi.md","/","false"
"src/content/blogs/kabhi-khushi.md","/blogs/regular-health-checkups-for-seniors","false"
"src/content/blogs/kabhi-khushi.md","/blogs/diet-and-nutrition-in-healthy-aging","false"
"src/content/blogs/mental-health.md","/blogs/falls-kill-more-seniors-than-you-think","false"
"src/content/blogs/mental-health.md","/blogs/how-to-ensure-safety-for-parents-living-alone","false"
"src/content/blogs/mental-health.md","/solution","false"
"src/content/blogs/mental-health.md","/blogs/caring-elderly-parents-from-afar","false"
"src/content/blogs/mental-health.md","/","false"
"src/content/blogs/miles-away.md","/","false"
"src/content/blogs/miles-away.md","/app","false"
"src/content/blogs/miles-away.md","/device","false"
"src/content/blogs/miles-away.md","/app","false"
"src/content/blogs/missedCall.md","/","false"
"src/content/blogs/mobility.md","/blogs/arthritis-and-joint-pain-in-seniors","false"
"src/content/blogs/mobility.md","/blogs/regular-health-checkups-for-seniors","false"
"src/content/blogs/mobility.md","/","false"
"src/content/blogs/monsoon.md","/blogs/balance-problems-in-elderly","false"
"src/content/blogs/monsoon.md","/blogs/falls-kill-more-seniors-than-you-think","false"
"src/content/blogs/monsoon.md","/protection","false"
"src/content/blogs/monsoon.md","/device","false"
"src/content/blogs/monsoon.md","/app","false"
"src/content/blogs/monsoon.md","/device","false"
"src/content/blogs/monsoon.md","https://shop.eyeagle.ai/products/eyeagle-bathroom-safety-package-audit-prevention-kit-installation-app-membership","true"
"src/content/blogs/monsoon.md","https://shop.eyeagle.ai/products/bathroom-audit","true"
"src/content/blogs/monsoon.md","https://shop.eyeagle.ai/products/bathroom-audit","true"
"src/content/blogs/monsoon.md","https://shop.eyeagle.ai/products/eyeagle-bathroom-safety-package-audit-prevention-kit-installation-app-membership","true"
"src/content/blogs/monsoon.md","https://shop.eyeagle.ai/products/bathroom-audit","true"
"src/content/blogs/monsoon.md","https://shop.eyeagle.ai/products/bathroom-audit","true"
"src/content/blogs/new-year.md","/blogs/balance-problems-in-elderly","false"
"src/content/blogs/new-year.md","/blogs/falls-kill-more-seniors-than-you-think","false"
"src/content/blogs/new-year.md","/","false"
"src/content/blogs/new-year.md","/blogs/step-by-step-bathroom-safety-tips-for-seniors","false"
"src/content/blogs/new-year.md","/blogs/importance-of-open-conversations-about-aging","false"
"src/content/blogs/new-year.md","/blogs/how-to-ensure-safety-for-parents-living-alone","false"
"src/content/blogs/newYear-gift.md","/blogs/falls-kill-more-seniors-than-you-think","false"
"src/content/blogs/newYear-gift.md","/","false"
"src/content/blogs/newYear-gift.md","/blogs/step-by-step-bathroom-safety-tips-for-seniors","false"
"src/content/blogs/newYear-gift.md","https://shop.eyeagle.ai/products/eyeagle-bathroom-safety-package-audit-prevention-kit-installation-app-membership","true"
"src/content/blogs/newYear-gift.md","/","false"
"src/content/blogs/newYear-gift.md","/blogs/new-year-safer-home-safety-tips","false"
"src/content/blogs/newYear-gift.md","https://shop.eyeagle.ai/products/eyeagle-bathroom-safety-package-audit-prevention-kit-installation-app-membership","true"
"src/content/blogs/safe-home.md","/blogs/falls-kill-more-seniors-than-you-think","false"
"src/content/blogs/safe-home.md","/","false"
"src/content/blogs/safety-diwali.md","/","false"
"src/content/blogs/safety-diwali.md","/blogs/diwali-travel-safety-tips-for-seniors","false"
"src/content/blogs/safety-features.md","/blogs/how-fear-of-falling-affects-mental-health","false"
"src/content/blogs/safety-features.md","/device","false"
"src/content/blogs/safety-features.md","/blogs/how-to-make-your-home-safe","false"
"src/content/blogs/safety-features.md","/","false"
"src/content/blogs/safety-features.md","https://shop.eyeagle.ai/products/eyeagle-bathroom-safety-package-audit-prevention-kit-installation-app-membership","true"
"src/content/blogs/safety-features.md","/app","false"
"src/content/blogs/safety-features.md","https://shop.eyeagle.ai/products/eyeagle-bathroom-safety-package-audit-prevention-kit-installation-app-membership","true"
"src/content/blogs/safety-tips.md","/","false"
"src/content/blogs/safety-tips.md","/blogs/falls-kill-more-seniors-than-you-think","false"
"src/content/blogs/safety-tips.md","/solution","false"
"src/content/blogs/safety-tips.md","/solution","false"
"src/content/blogs/safety.md","/blogs/falls-kill-more-seniors-than-you-think","false"
"src/content/blogs/safety.md","/blogs/why-falls-are-the-biggest-threat-to-seniors","false"
"src/content/blogs/safety.md","/blogs/falls-kill-more-seniors-than-you-think","false"
"src/content/blogs/safety.md","/solution","false"
"src/content/blogs/safety.md","/contact","false"
"src/content/blogs/seniors-ill.md","https://www.iipsindia.ac.in/lasi","true"
"src/content/blogs/seniors-ill.md","/","false"
"src/content/blogs/seniors-ill.md","/blogs/why-falls-are-the-biggest-threat-to-seniors","false"
"src/content/blogs/seniors-ill.md","/blogs/regular-health-checkups-for-seniors","false"
"src/content/blogs/seniors-ill.md","/blogs/how-to-make-your-home-safe","false"
"src/content/blogs/seniors-ill.md","/blogs/mobility-tips-for-seniors","false"
"src/content/blogs/seniors-ill.md","https://www.iipsindia.ac.in/lasi","true"
"src/content/blogs/silver-tsunami.md","/blogs/why-falls-are-the-biggest-threat-to-seniors","false"
"src/content/blogs/silver-tsunami.md","/blogs/regular-health-checkups-for-seniors","false"
"src/content/blogs/silver-tsunami.md","https://dghs.mohfw.gov.in/national-programme-for-the-health-care-of-the-elderly.php","true"
"src/content/blogs/silver-tsunami.md","https://abdm.gov.in/","true"
"src/content/blogs/silver-tsunami.md","/","false"
"src/content/blogs/silver-tsunami.md","https://dghs.mohfw.gov.in/national-programme-for-the-health-care-of-the-elderly.php","true"
"src/content/blogs/silver-tsunami.md","https://abdm.gov.in/","true"
"src/content/blogs/sleep-hygiene.md","/blogs/mobility-tips-for-seniors","false"
"src/content/blogs/sleep-hygiene.md","/","false"
"src/content/blogs/travel-diwali.md","/blogs/senior-safety-during-diwali","false"
"src/content/blogs/travel-diwali.md","/","false"
"src/content/blogs/vision.md","/blogs/balance-problems-in-elderly","false"
"src/content/blogs/vision.md","/blogs/how-to-ensure-safety-for-parents-living-alone","false"
"src/content/blogs/vision.md","/solution","false"
"src/content/blogs/why-not-me.md","/blogs/senior-home-safety-india","false"
"src/content/blogs/why-not-me.md","/blogs/falls-kill-more-seniors-than-you-think","false"
"src/content/blogs/why-not-me.md","/blogs/balance-problems-in-elderly","false"
"src/content/blogs/why-not-me.md","/protection","false"
"src/content/blogs/why-not-me.md","/","false"
"src/content/blogs/why-not-me.md","/device","false"
"src/content/blogs/winter-safety.md","/blogs/why-fall-alarms-for-seniors-matter","false"
"src/content/blogs/winter-safety.md","https://shop.eyeagle.ai/products/eyeagle-bathroom-safety-package-audit-prevention-kit-installation-app-membership","true"
"src/content/blogs/winter-safety.md","/","false"
"src/content/blogs/winter-safety.md","/solution","false"
"src/content/blogs/winter-safety.md","https://shop.eyeagle.ai/products/eyeagle-bathroom-safety-package-audit-prevention-kit-installation-app-membership","true"
"src/content/blogs/zindagi.md","/blogs/silver-tsunami-india-safer-future-for-seniors","false"
"src/content/blogs/zindagi.md","/blogs/importance-of-open-conversations-about-aging","false"
"src/content/blogs/zindagi.md","/","false"
"src/content/blogs/zindagi.md","/blogs/mobility-tips-for-seniors","false"
"src/content/blogs/zindagi.md","/blogs/regular-health-checkups-for-seniors","false"
"src/content/blogs/zindagi.md","/blogs/how-to-make-your-home-safe","false"
"src/content/blogs/zindagi.md","https://shop.eyeagle.ai/products/eyeagle-bathroom-safety-package-audit-prevention-kit-installation-app-membership","true"
"src/content/blogs/zindagi.md","/blogs/mobility-tips-for-seniors","false"
"src/content/blogs/zindagi.md","/blogs/how-to-make-your-home-safe","false"
"src/content/blogs/zindagi.md","/blogs/regular-health-checkups-for-seniors","false"
"src/content/blogs/zindagi.md","/blogs/diet-and-nutrition-in-healthy-aging","false"
"src/content/blogs/zindagi.md","https://shop.eyeagle.ai/products/eyeagle-bathroom-safety-package-audit-prevention-kit-installation-app-membership","true"
"src/data/shop.ts","https://shop.eyeagle.ai/products/bathroom-audit","true"
"src/data/shop.ts","https://shop.eyeagle.ai/products/eyeagle-bathroom-safety-package-audit-prevention-kit-installation-app-membership","true"
"src/data/site.ts","https://eyeagle.ai/","true"
"src/data/site.ts","https://shop.eyeagle.ai/","true"
"src/data/site.ts","https://in.linkedin.com/in/eyeagle-ai-036996362?trk=org-employees","true"
"src/data/site.ts","https://www.x.com/eyeagle_ai","true"
"src/data/site.ts","https://www.instagram.com/eyeagle_ai","true"
"src/data/site.ts","https://www.facebook.com/share/157riPbHvhq/?mibextid=wwXIfr","true"
"src/data/site.ts","https://www.youtube.com/@eyeagle_ai?si=JsVgBSwxqc5rJTPW","true"
"src/layouts/MainLayout.astro","/sitemap-index.xml","false"
"src/layouts/MainLayout.astro","/FavIcon.png","false"
"src/layouts/MainLayout.astro","#main-content","false"
"src/layouts/MainLayout.astro","/","false"
"src/layouts/MainLayout.astro","https://schema.org","true"
"src/layouts/MainLayout.astro","https://www.googletagmanager.com/gtag/js?id=${siteMeta.gtmId}","true"
"src/pages/blogs/[slug].astro","/blog","false"
"src/pages/blogs/[slug].astro","/contact","false"
"src/pages/blogs/[slug].astro","/blog","false"
"src/pages/blogs/[slug].astro","https://eyeagle.ai","true"
"src/pages/blogs/[slug].astro","https://www.facebook.com/sharer/sharer.php?u=${encodeURIComponent(blogUrl","true"
"src/pages/blogs/[slug].astro","https://www.linkedin.com/sharing/share-offsite/?url=${encodeURIComponent(blogUrl","true"
"src/pages/blogs/[slug].astro","https://twitter.com/intent/tweet?url=${encodeURIComponent(blogUrl","true"
"src/pages/blogs/[slug].astro","http://www.w3.org/2000/svg","true"
"src/pages/blogs/[slug].astro","http://www.w3.org/2000/svg","true"
"src/pages/blogs/[slug].astro","http://www.w3.org/2000/svg","true"
"src/pages/blogs/[slug].astro","http://www.w3.org/2000/svg","true"
"src/pages/blogs/[slug].astro","http://www.w3.org/2000/svg","true"
"src/pages/blogs/[slug].astro","http://www.w3.org/2000/svg","true"
"src/pages/blogsList.json.ts","https://eyeagle.ai","true"
"src/pages/blogsList.json.ts","https://eyeagle.ai/blogs/","true"
"src/pages/contact.astro","mailto:support@eyeagle.ai","false"
"src/pages/contact.astro","https://maps.app.goo.gl/CTSoBpsFi6zbqWkP9","true"
"src/pages/contact.astro","https://maps.app.goo.gl/CTSoBpsFi6zbqWkP9","true"
"src/pages/contact.astro","mailto:support@eyeagle.ai","false"
"src/pages/contact.astro","https://maps.app.goo.gl/CTSoBpsFi6zbqWkP9","true"
"src/pages/contact.astro","https://maps.app.goo.gl/CTSoBpsFi6zbqWkP9","true"
"src/pages/join.astro","https://flagcdn.com/w40/${country.code.toLowerCase(","true"
"src/pages/join.astro","https://flagcdn.com/w40/${selectedCountryCode.toLowerCase(","true"
"src/pages/join.astro","https://flagcdn.com/w40/${defaultCountryCode.toLowerCase(","true"
"src/pages/offers/fathers-day-2025.astro","https://payments.cashfree.com/forms/eyeagle-reserve-offer","true"
"src/pages/offers/fathers-day-2025.astro","https://payments.cashfree.com/forms/eyeagle-reserve-offer","true"
"src/pages/offers/fathers-day-2025.astro","https://payments.cashfree.com/forms/eyeagle-reserve-offer","true"
"src/pages/offers/fathers-day-2025.astro","https://payments.cashfree.com/forms/eyeagle-reserve-offer","true"
"src/pages/offers/fathers-day-2025.astro","https://payments.cashfree.com/forms/eyeagle-reserve-offer","true"
"src/pages/offers/fathers-day-2025.astro","https://payments.cashfree.com/forms/eyeagle-reserve-offer","true"
"src/pages/offers/yoga-day-2025.astro","https://payments.cashfree.com/forms/eyeagle-reserve-offer","true"
"src/pages/offers/yoga-day-2025.astro","https://payments.cashfree.com/forms/eyeagle-reserve-offer","true"
"src/pages/offers/yoga-day-2025.astro","https://payments.cashfree.com/forms/eyeagle-reserve-offer","true"
"src/pages/offers/yoga-day-2025.astro","https://payments.cashfree.com/forms/eyeagle-reserve-offer","true"
"src/pages/offers/yoga-day-2025.astro","https://payments.cashfree.com/forms/eyeagle-reserve-offer","true"
"src/pages/offers/yoga-day-2025.astro","https://payments.cashfree.com/forms/eyeagle-reserve-offer","true"
"src/pages/store.astro","https://shop.eyeagle.ai/","true"
"src/pages/store.astro","https://shop.eyeagle.ai/","true"
"src/pages/success.astro","/solution","false"
"src/server/shopify.ts","https://${trimmed}","true"
"src/utils/urls.ts","https://dev01.eyeagle.ai/api/v1/user/waitlist","true"
